,Unnamed: 0,originalfile,renamedfile,samplenumber,prompt,prompttexts
2723,2723,DR6/MRMB0/SI951.WAV,sample2724.WAV,sample2724,SI951,ALL TOO OFTEN OUR LANGUAGE IS UNDULY HARSH
2724,2724,DR6/MRMB0/SX321.WAV,sample2725.WAV,sample2725,SX321,THE GROUNDHOG CLEARLY SAW HIS SHADOW BUT STAYED OUT ONLY A MOMENT
2725,2725,DR6/MRMB0/SX231.WAV,sample2726.WAV,sample2726,SX231,I HONOR MY MOM
2726,2726,DR6/MRMB0/SA2.WAV,sample2727.WAV,sample2727,SA2,DON'T ASK ME TO CARRY AN OILY RAG LIKE THAT
2727,2727,DR6/MRMB0/SA1.WAV,sample2728.WAV,sample2728,SA1,SHE HAD YOUR DARK SUIT IN GREASY WASH WATER ALL YEAR
2728,2728,DR6/MRMB0/SX51.WAV,sample2729.WAV,sample2729,SX51,AMBIDEXTROUS PICKPOCKETS ACCOMPLISH MORE
2729,2729,DR6/MRMB0/SX411.WAV,sample2730.WAV,sample2730,SX411,BUTTERSCOTCH FUDGE GOES WELL WITH VANILLA ICE CREAM
2730,2730,DR6/MPGR1/SX329.WAV,sample2731.WAV,sample2731,SX329,CHIP POSTPONED ALIMONY PAYMENTS UNTIL THE LATEST POSSIBLE DATE
2731,2731,DR6/MPGR1/SX59.WAV,sample2732.WAV,sample2732,SX59,THE SINGER'S FINGER HAD A SPLINTER
2732,2732,DR6/MPGR1/SI1269.WAV,sample2733.WAV,sample2733,SI1269,RESISTANCE THERMOMETERS
2733,2733,DR6/MPGR1/SA2.WAV,sample2734.WAV,sample2734,SA2,DON'T ASK ME TO CARRY AN OILY RAG LIKE THAT
2734,2734,DR6/MPGR1/SA1.WAV,sample2735.WAV,sample2735,SA1,SHE HAD YOUR DARK SUIT IN GREASY WASH WATER ALL YEAR
2735,2735,DR6/MPGR1/SI1499.WAV,sample2736.WAV,sample2736,SI1499,IT WAS LIKE FINALLY GETTING INTO ONE'S OWN NIGHTMARES TO PUNISH ONE'S DREAMS
2736,2736,DR6/MPGR1/SX149.WAV,sample2737.WAV,sample2737,SX149,WHILE WAITING FOR CHIPPER SHE CRISSCROSSED THE SQUARE MANY TIMES
2737,2737,DR6/MPGR1/SI2129.WAV,sample2738.WAV,sample2738,SI2129,HIS BODY PITCHED BACK AND FORTH ON THE BENCH
2738,2738,DR6/MPGR1/SX239.WAV,sample2739.WAV,sample2739,SX239,PUREE SOME FRUIT BEFORE PREPARING THE SKEWERS
2739,2739,DR6/MPGR1/SX419.WAV,sample2740.WAV,sample2740,SX419,THE FOOTBALL TEAM COACH HAS A WATCH THIN AS A DIME
2740,2740,DR6/FRJB0/SI1794.WAV,sample2741.WAV,sample2741,SI1794,BUT WHY PAY HER BILLS
2741,2741,DR6/FRJB0/SI1470.WAV,sample2742.WAV,sample2742,SI1470,GYROCOMPASS HEADING
2742,2742,DR6/FRJB0/SA2.WAV,sample2743.WAV,sample2743,SA2,DON'T ASK ME TO CARRY AN OILY RAG LIKE THAT
2743,2743,DR6/FRJB0/SX347.WAV,sample2744.WAV,sample2744,SX347,THE PATIENT AND THE SURGEON ARE BOTH RECUPERATING FROM THE LENGTHY OPERATION
2744,2744,DR6/FRJB0/SX437.WAV,sample2745.WAV,sample2745,SX437,THEY USED AN AGGRESSIVE POLICEMAN TO FLAG THOUGHTLESS MOTORISTS
2745,2745,DR6/FRJB0/SA1.WAV,sample2746.WAV,sample2746,SA1,SHE HAD YOUR DARK SUIT IN GREASY WASH WATER ALL YEAR
2746,2746,DR6/FRJB0/SI1427.WAV,sample2747.WAV,sample2747,SI1427,CONFABULATION HAS COME TO DETERMINE STRUCTURE
2747,2747,DR6/FRJB0/SX167.WAV,sample2748.WAV,sample2748,SX167,EMPLOYEE LAYOFFS COINCIDED WITH THE COMPANY'S REORGANIZATION
2748,2748,DR6/FRJB0/SX257.WAV,sample2749.WAV,sample2749,SX257,WE ARE OPEN EVERY MONDAY EVENING
2749,2749,DR6/FRJB0/SX77.WAV,sample2750.WAV,sample2750,SX77,BAGPIPES AND BONGOS ARE MUSICAL INSTRUMENTS
2750,2750,DR6/MRXB0/SI1585.WAV,sample2751.WAV,sample2751,SI1585,HOW MANY CHILDREN DO YOU HAVE PRESENT TODAY
2751,2751,DR6/MRXB0/SX325.WAV,sample2752.WAV,sample2752,SX325,THE FULL MOON SHONE BRIGHTLY THAT NIGHT
2752,2752,DR6/MRXB0/SX415.WAV,sample2753.WAV,sample2753,SX415,MOVE THE GARBAGE NEARER TO THE LARGE WINDOW
2753,2753,DR6/MRXB0/SX235.WAV,sample2754.WAV,sample2754,SX235,I ITEMIZE ALL ACCOUNTS IN MY AGENCY
2754,2754,DR6/MRXB0/SA2.WAV,sample2755.WAV,sample2755,SA2,DON'T ASK ME TO CARRY AN OILY RAG LIKE THAT
2755,2755,DR6/MRXB0/SA1.WAV,sample2756.WAV,sample2756,SA1,SHE HAD YOUR DARK SUIT IN GREASY WASH WATER ALL YEAR
2756,2756,DR6/MRXB0/SI2215.WAV,sample2757.WAV,sample2757,SI2215,IT WAS AS BLISSFUL AND FULFILLING A NIGHT AS ANY BRIDE EVER EXPERIENCED
2757,2757,DR6/MRXB0/SI955.WAV,sample2758.WAV,sample2758,SI955,WORSE HIS PRESENT CREW INCLUDED FIVE MEN WHO HAD SAILED WITH HIM BEFORE
2758,2758,DR6/MRXB0/SX55.WAV,sample2759.WAV,sample2759,SX55,THE LACK OF HEAT COMPOUNDED THE TENANT'S GRIEVANCES
2759,2759,DR6/MRXB0/SX145.WAV,sample2760.WAV,sample2760,SX145,TOO MUCH CURIOSITY CAN GET YOU INTO TROUBLE
2760,2760,DR6/FAPB0/SI1063.WAV,sample2761.WAV,sample2761,SI1063,NO QUESTION RUFFLES HIM OR CAUSES HIM TO HESITATE
2761,2761,DR6/FAPB0/SX253.WAV,sample2762.WAV,sample2762,SX253,BY EATING YOGURT YOU MAY LIVE LONGER
2762,2762,DR6/FAPB0/SX73.WAV,sample2763.WAV,sample2763,SX73,CLIFF'S DISPLAY WAS MISPLACED ON THE SCREEN
2763,2763,DR6/FAPB0/SI1693.WAV,sample2764.WAV,sample2764,SI1693,IT WAS AWKWARD VERY AWKWARD
2764,2764,DR6/FAPB0/SX343.WAV,sample2765.WAV,sample2765,SX343,THE FRIGHTENED CHILD WAS GENTLY SUBDUED BY HIS BIG BROTHER
2765,2765,DR6/FAPB0/SX433.WAV,sample2766.WAV,sample2766,SX433,THE OVERWEIGHT CHARMER COULD SLIP POISON INTO ANYONE'S TEA
2766,2766,DR6/FAPB0/SX163.WAV,sample2767.WAV,sample2767,SX163,THEY REMAINED LIFELONG FRIENDS AND COMPANIONS
2767,2767,DR6/FAPB0/SA2.WAV,sample2768.WAV,sample2768,SA2,DON'T ASK ME TO CARRY AN OILY RAG LIKE THAT
2768,2768,DR6/FAPB0/SA1.WAV,sample2769.WAV,sample2769,SA1,SHE HAD YOUR DARK SUIT IN GREASY WASH WATER ALL YEAR
2769,2769,DR6/FAPB0/SI2323.WAV,sample2770.WAV,sample2770,SI2323,WHEN WE LEFT WASHINGTON HIS SON TAD WAS ILL AND MRS LINCOLN HYSTERICAL
2770,2770,DR6/MDRD0/SI752.WAV,sample2771.WAV,sample2771,SI752,PRETEND HAM MAKE CRISS-CROSS GASHES ON ONE SIDE OF SKINLESS FRANKFURTERS
2771,2771,DR6/MDRD0/SX302.WAV,sample2772.WAV,sample2772,SX302,TOFU IS MADE FROM PROCESSED SOYBEANS
2772,2772,DR6/MDRD0/SA2.WAV,sample2773.WAV,sample2773,SA2,DON'T ASK ME TO CARRY AN OILY RAG LIKE THAT
2773,2773,DR6/MDRD0/SA1.WAV,sample2774.WAV,sample2774,SA1,SHE HAD YOUR DARK SUIT IN GREASY WASH WATER ALL YEAR
2774,2774,DR6/MDRD0/SX122.WAV,sample2775.WAV,sample2775,SX122,ENCYCLOPEDIAS SELDOM PRESENT ANECDOTAL EVIDENCE
2775,2775,DR6/MDRD0/SX212.WAV,sample2776.WAV,sample2776,SX212,I GAVE THEM SEVERAL CHOICES AND LET THEM SET THE PRIORITIES
2776,2776,DR6/MDRD0/SI1382.WAV,sample2777.WAV,sample2777,SI1382,THEY ARE BOTH TREND-FOLLOWING METHODS
2777,2777,DR6/MDRD0/SX392.WAV,sample2778.WAV,sample2778,SX392,A YOUNG MOUSE SCAMPERED ACROSS THE FIELD AND DISAPPEARED
2778,2778,DR6/MDRD0/SI2012.WAV,sample2779.WAV,sample2779,SI2012,HIS WIFE DIDN'T GIVE A SIGN SHE'D HEARD
2779,2779,DR6/MDRD0/SX32.WAV,sample2780.WAV,sample2780,SX32,IT'S FUN TO ROAST MARSHMALLOWS ON A GAS BURNER
2780,2780,DR6/MCAE0/SX187.WAV,sample2781.WAV,sample2781,SX187,THEY OFTEN GO OUT IN THE EVENING
2781,2781,DR6/MCAE0/SI1447.WAV,sample2782.WAV,sample2782,SI1447,MICROORGANISMS ARE OFTEN RESPONSIBLE FOR THE RAPID SPOILAGE OF FOODS
2782,2782,DR6/MCAE0/SX97.WAV,sample2783.WAV,sample2783,SX97,PENGUINS LIVE NEAR THE ICY ANTARCTIC
2783,2783,DR6/MCAE0/SX277.WAV,sample2784.WAV,sample2784,SX277,THE ROSE CORSAGE SMELLED SWEET
2784,2784,DR6/MCAE0/SI2077.WAV,sample2785.WAV,sample2785,SI2077,MAYBE YOU AND ME WILL GIRLIE BUT THESE TWO AIN'T GOIN' NOWHERE
2785,2785,DR6/MCAE0/SA2.WAV,sample2786.WAV,sample2786,SA2,DON'T ASK ME TO CARRY AN OILY RAG LIKE THAT
2786,2786,DR6/MCAE0/SA1.WAV,sample2787.WAV,sample2787,SA1,SHE HAD YOUR DARK SUIT IN GREASY WASH WATER ALL YEAR
2787,2787,DR6/MCAE0/SX367.WAV,sample2788.WAV,sample2788,SX367,THE SURPLUS SHOES WERE SOLD AT A DISCOUNT PRICE
2788,2788,DR6/MCAE0/SX7.WAV,sample2789.WAV,sample2789,SX7,NOTHING IS AS OFFENSIVE AS INNOCENCE
2789,2789,DR6/MCAE0/SI817.WAV,sample2790.WAV,sample2790,SI817,THIS WILL PREVENT FLAT FALLS AND TOE INJURIES
2790,2790,DR6/MSDS0/SX357.WAV,sample2791.WAV,sample2791,SX357,THE MOISTURE IN MY EYES IS FROM EYEDROPS NOT FROM TEARS
2791,2791,DR6/MSDS0/SI1077.WAV,sample2792.WAV,sample2792,SI1077,THE ODOR HERE WAS MORE POWERFUL THAN THAT WHICH SURROUNDED THE TOWN ABORIGINES
2792,2792,DR6/MSDS0/SX87.WAV,sample2793.WAV,sample2793,SX87,PRIMITIVE TRIBES HAVE AN UPBEAT ATTITUDE
2793,2793,DR6/MSDS0/SA2.WAV,sample2794.WAV,sample2794,SA2,DON'T ASK ME TO CARRY AN OILY RAG LIKE THAT
2794,2794,DR6/MSDS0/SA1.WAV,sample2795.WAV,sample2795,SA1,SHE HAD YOUR DARK SUIT IN GREASY WASH WATER ALL YEAR
2795,2795,DR6/MSDS0/SX267.WAV,sample2796.WAV,sample2796,SX267,DRAW EVERY OUTER LINE FIRST THEN FILL IN THE INTERIOR
2796,2796,DR6/MSDS0/SI2337.WAV,sample2797.WAV,sample2797,SI2337,ALICE I TELL YOU MY FEET ARE LIKE CHOPPED BEEFSTEAK
2797,2797,DR6/MSDS0/SX447.WAV,sample2798.WAV,sample2798,SX447,FIRST ADD MILK TO THE SHREDDED CHEESE
2798,2798,DR6/MSDS0/SX177.WAV,sample2799.WAV,sample2799,SX177,DOES CREOLE COOKING USE CURRY
2799,2799,DR6/MSDS0/SI1707.WAV,sample2800.WAV,sample2800,SI1707,FOR A MAN OF HIS MASS HE WAS CURIOUSLY SHORT
2800,2800,DR6/MSAT1/SI2333.WAV,sample2801.WAV,sample2801,SI2333,YOU'RE TO REPORT BACK TO HEADQUARTERS AT ONCE
2801,2801,DR6/MSAT1/SX443.WAV,sample2802.WAV,sample2802,SX443,A LONE STAR SHONE IN THE EARLY EVENING SKY
2802,2802,DR6/MSAT1/SX83.WAV,sample2803.WAV,sample2803,SX83,MY INSTRUCTIONS DESPERATELY NEED UPDATING
2803,2803,DR6/MSAT1/SX263.WAV,sample2804.WAV,sample2804,SX263,HOW OILY DO YOU LIKE YOUR SALAD DRESSING
2804,2804,DR6/MSAT1/SX173.WAV,sample2805.WAV,sample2805,SX173,WHOEVER COOPERATES IN FINDING NAN'S CAMEO WILL BE REWARDED
2805,2805,DR6/MSAT1/SX353.WAV,sample2806.WAV,sample2806,SX353,A CONNOISSEUR WILL ENJOY THIS SHELLFISH DISH
2806,2806,DR6/MSAT1/SA2.WAV,sample2807.WAV,sample2807,SA2,DON'T ASK ME TO CARRY AN OILY RAG LIKE THAT
2807,2807,DR6/MSAT1/SA1.WAV,sample2808.WAV,sample2808,SA1,SHE HAD YOUR DARK SUIT IN GREASY WASH WATER ALL YEAR
2808,2808,DR6/MSAT1/SI1073.WAV,sample2809.WAV,sample2809,SI1073,THEY'LL MOVE AROUND THAT ROCK ALL DAY FOLLOWING THE SHADE
2809,2809,DR6/MSAT1/SI1703.WAV,sample2810.WAV,sample2810,SI1703,WHEN HE LEFT SHE KNEW SHE WOULD NEVER SEE HIM AGAIN
2810,2810,DR6/MTXS0/SI1690.WAV,sample2811.WAV,sample2811,SI1690,HEY COME BACK HE SHOUTED
2811,2811,DR6/MTXS0/SX160.WAV,sample2812.WAV,sample2812,SX160,AS COAUTHORS WE PRESENTED OUR NEW BOOK TO THE HAUGHTY AUDIENCE
2812,2812,DR6/MTXS0/SX430.WAV,sample2813.WAV,sample2813,SX430,THOSE WHO ARE NOT PURISTS USE CANNED VEGETABLES WHEN MAKING STEW
2813,2813,DR6/MTXS0/SI2320.WAV,sample2814.WAV,sample2814,SI2320,THIS IS THE SECOND YEAR YOUR MOTHER'S DONATED MY FISHING TACKLE TO THE BAZAAR
2814,2814,DR6/MTXS0/SA2.WAV,sample2815.WAV,sample2815,SA2,DON'T ASK ME TO CARRY AN OILY RAG LIKE THAT
2815,2815,DR6/MTXS0/SA1.WAV,sample2816.WAV,sample2816,SA1,SHE HAD YOUR DARK SUIT IN GREASY WASH WATER ALL YEAR
2816,2816,DR6/MTXS0/SX340.WAV,sample2817.WAV,sample2817,SX340,DUCKS HAVE WEBBED FEET AND COLORFUL FEATHERS
2817,2817,DR6/MTXS0/SX70.WAV,sample2818.WAV,sample2818,SX70,DID YOU EAT YET
2818,2818,DR6/MTXS0/SI1060.WAV,sample2819.WAV,sample2819,SI1060,THEY INHABIT A SECRET WORLD CENTERED ON GO CODES AND GOLD PHONES
2819,2819,DR6/MTXS0/SX250.WAV,sample2820.WAV,sample2820,SX250,THE BOSTON BALLET OVERCAME THEIR FUNDING SHORTAGE
2820,2820,DR6/MSJK0/SX156.WAV,sample2821.WAV,sample2821,SX156,OUR EXPERIMENT'S POSITIVE OUTCOME WAS UNEXPECTED
2821,2821,DR6/MSJK0/SX66.WAV,sample2822.WAV,sample2822,SX66,WE GOT DRENCHED FROM THE UNINTERRUPTED RAIN
2822,2822,DR6/MSJK0/SX426.WAV,sample2823.WAV,sample2823,SX426,A MOTH ZIG-ZAGGED ALONG THE PATH THROUGH OTTO'S GARDEN
2823,2823,DR6/MSJK0/SI1596.WAV,sample2824.WAV,sample2824,SI1596,PROMPTED BY A GUILTY URGE HE HAD DISOBEYED THE ORDER OF A MAN HE RESPECTED
2824,2824,DR6/MSJK0/SA2.WAV,sample2825.WAV,sample2825,SA2,DON'T ASK ME TO CARRY AN OILY RAG LIKE THAT
2825,2825,DR6/MSJK0/SX336.WAV,sample2826.WAV,sample2826,SX336,ROB MADE HUNGARIAN GOULASH FOR DINNER AND GOOSEBERRY PIE FOR DESSERT
2826,2826,DR6/MSJK0/SA1.WAV,sample2827.WAV,sample2827,SA1,SHE HAD YOUR DARK SUIT IN GREASY WASH WATER ALL YEAR
2827,2827,DR6/MSJK0/SX246.WAV,sample2828.WAV,sample2828,SX246,HOW ANCIENT IS THIS SUBWAY ESCALATOR
2828,2828,DR6/MSJK0/SI2226.WAV,sample2829.WAV,sample2829,SI2226,BUT THEN REDHEADS ARE OFTEN PALE
2829,2829,DR6/MSJK0/SI966.WAV,sample2830.WAV,sample2830,SI966,A SHARP TREMOR WAS FOLLOWED BY A JERKY ROLL
2830,2830,DR6/FPAD0/SI1346.WAV,sample2831.WAV,sample2831,SI1346,CONSIDER COUPLES VISITING AN ART MUSEUM
2831,2831,DR6/FPAD0/SX86.WAV,sample2832.WAV,sample2832,SX86,HISPANIC COSTUMES ARE QUITE COLORFUL
2832,2832,DR6/FPAD0/SI1976.WAV,sample2833.WAV,sample2833,SI1976,WINGMAN STAY CLEAR HE PRAYED
2833,2833,DR6/FPAD0/SX356.WAV,sample2834.WAV,sample2834,SX356,DIANE MAY SPLURGE AND BUY A TURQUOISE NECKLACE
2834,2834,DR6/FPAD0/SA2.WAV,sample2835.WAV,sample2835,SA2,DON'T ASK ME TO CARRY AN OILY RAG LIKE THAT
2835,2835,DR6/FPAD0/SX266.WAV,sample2836.WAV,sample2836,SX266,WITHDRAW ONLY AS MUCH MONEY AS YOU NEED
2836,2836,DR6/FPAD0/SA1.WAV,sample2837.WAV,sample2837,SA1,SHE HAD YOUR DARK SUIT IN GREASY WASH WATER ALL YEAR
2837,2837,DR6/FPAD0/SI716.WAV,sample2838.WAV,sample2838,SI716,THERE ARE CANOES IDEAL FOR FISHING IN PROTECTED WATERS OR FOR CAMPING TRIPS
2838,2838,DR6/FPAD0/SX176.WAV,sample2839.WAV,sample2839,SX176,BUYING A THOROUGHBRED HORSE REQUIRES INTUITION AND EXPERTISE
2839,2839,DR6/FPAD0/SX446.WAV,sample2840.WAV,sample2840,SX446,THOMAS THINKS A LARGER CLAMP SOLVES THE PROBLEM
2840,2840,DR6/FBCH0/SX326.WAV,sample2841.WAV,sample2841,SX326,STEVE COLLECTS RARE AND NOVEL COINS
2841,2841,DR6/FBCH0/SX56.WAV,sample2842.WAV,sample2842,SX56,ACADEMIC APTITUDE GUARANTEES YOUR DIPLOMA
2842,2842,DR6/FBCH0/SI956.WAV,sample2843.WAV,sample2843,SI956,TURBULENT TIDES ROSE AS MUCH AS FIFTY FEET
2843,2843,DR6/FBCH0/SA2.WAV,sample2844.WAV,sample2844,SA2,DON'T ASK ME TO CARRY AN OILY RAG LIKE THAT
2844,2844,DR6/FBCH0/SA1.WAV,sample2845.WAV,sample2845,SA1,SHE HAD YOUR DARK SUIT IN GREASY WASH WATER ALL YEAR
2845,2845,DR6/FBCH0/SX146.WAV,sample2846.WAV,sample2846,SX146,CYCLICAL PROGRAMS WILL NEVER COMPILE
2846,2846,DR6/FBCH0/SX416.WAV,sample2847.WAV,sample2847,SX416,A HUGE POWER OUTAGE RARELY OCCURS
2847,2847,DR6/FBCH0/SX236.WAV,sample2848.WAV,sample2848,SX236,CLEAR PRONUNCIATION IS APPRECIATED
2848,2848,DR6/FBCH0/SI1586.WAV,sample2849.WAV,sample2849,SI1586,YOUR VOICE IS DELIGHTFUL HE APPROVED WITH A WARM SMILE
2849,2849,DR6/FBCH0/SI959.WAV,sample2850.WAV,sample2850,SI959,SOMETIMES SOLDIERS WROTE LETTERS WHILE BULLETS WERE WHIZZING ABOUT THEIR HEADS
2850,2850,DR6/FTAJ0/SX249.WAV,sample2851.WAV,sample2851,SX249,I ATE EVERY OYSTER ON NORA'S PLATE
2851,2851,DR6/FTAJ0/SI699.WAV,sample2852.WAV,sample2852,SI699,YOU'RE NOT LIVING UP TO YOUR OWN PRINCIPLES SHE TOLD MY DISCOURAGED PEOPLE
2852,2852,DR6/FTAJ0/SI1329.WAV,sample2853.WAV,sample2853,SI1329,THIS BIRTH LENGTH SEEMS TO BE TYPICAL
2853,2853,DR6/FTAJ0/SI474.WAV,sample2854.WAV,sample2854,SI474,THE GOLFING FATHERS RULED IN HIS FAVOR
2854,2854,DR6/FTAJ0/SX159.WAV,sample2855.WAV,sample2855,SX159,THE GOVERNMENT SOUGHT AUTHORIZATION OF HIS CITIZENSHIP
2855,2855,DR6/FTAJ0/SX339.WAV,sample2856.WAV,sample2856,SX339,DID SHAWN CATCH THAT BIG GOOSE WITHOUT HELP
2856,2856,DR6/FTAJ0/SX429.WAV,sample2857.WAV,sample2857,SX429,A TOOTHPASTE TUBE SHOULD BE SQUEEZED FROM THE BOTTOM
2857,2857,DR6/FTAJ0/SA2.WAV,sample2858.WAV,sample2858,SA2,DON'T ASK ME TO CARRY AN OILY RAG LIKE THAT
2858,2858,DR6/FTAJ0/SA1.WAV,sample2859.WAV,sample2859,SA1,SHE HAD YOUR DARK SUIT IN GREASY WASH WATER ALL YEAR
2859,2859,DR6/FTAJ0/SX69.WAV,sample2860.WAV,sample2860,SX69,EAT YOUR RAISINS OUTDOORS ON THE PORCH STEPS
2860,2860,DR6/FJDM2/SI2212.WAV,sample2861.WAV,sample2861,SI2212,THE RIDES WERE TAME ENOUGH  MOSTLY WE TALKED
2861,2861,DR6/FJDM2/SX142.WAV,sample2862.WAV,sample2862,SX142,WHICH LONG ARTICLE WAS OPAQUE AND NEEDED CLARIFICATION
2862,2862,DR6/FJDM2/SI1582.WAV,sample2863.WAV,sample2863,SI1582,THEY WEREN'T AS WELL PAID AS THEY SHOULD HAVE BEEN
2863,2863,DR6/FJDM2/SA2.WAV,sample2864.WAV,sample2864,SA2,DON'T ASK ME TO CARRY AN OILY RAG LIKE THAT
2864,2864,DR6/FJDM2/SX412.WAV,sample2865.WAV,sample2865,SX412,GWEN PLANTED GREEN BEANS IN HER VEGETABLE GARDEN
2865,2865,DR6/FJDM2/SA1.WAV,sample2866.WAV,sample2866,SA1,SHE HAD YOUR DARK SUIT IN GREASY WASH WATER ALL YEAR
2866,2866,DR6/FJDM2/SX232.WAV,sample2867.WAV,sample2867,SX232,HIS FAILURE TO OPEN THE STORE BY EIGHT COST HIM HIS JOB
2867,2867,DR6/FJDM2/SX322.WAV,sample2868.WAV,sample2868,SX322,A LEATHER HANDBAG WOULD BE A SUITABLE GIFT
2868,2868,DR6/FJDM2/SI1964.WAV,sample2869.WAV,sample2869,SI1964,THE PILOTS' HEADS LOOKED RIDICULOUSLY SMALL
2869,2869,DR6/FJDM2/SX52.WAV,sample2870.WAV,sample2870,SX52,HER CLASSICAL PERFORMANCE GAINED CRITICAL ACCLAIM
2870,2870,DR6/MSVS0/SI1568.WAV,sample2871.WAV,sample2871,SI1568,HE BEGAN TO PACK THE SADDLEBAGS
2871,2871,DR6/MSVS0/SX128.WAV,sample2872.WAV,sample2872,SX128,LOTS OF FOREIGN MOVIES HAVE SUBTITLES
2872,2872,DR6/MSVS0/SX308.WAV,sample2873.WAV,sample2873,SX308,SHIPBUILDING IS A MOST FASCINATING PROCESS
2873,2873,DR6/MSVS0/SI938.WAV,sample2874.WAV,sample2874,SI938,SUPERIOR NEW MATERIAL FOR ORTHODONTIC WORK IS ANOTHER RESULT OF RESEARCH
2874,2874,DR6/MSVS0/SX398.WAV,sample2875.WAV,sample2875,SX398,CHILDREN CAN CONSUME MANY FRUIT CANDIES IN ONE SITTING
2875,2875,DR6/MSVS0/SA2.WAV,sample2876.WAV,sample2876,SA2,DON'T ASK ME TO CARRY AN OILY RAG LIKE THAT
2876,2876,DR6/MSVS0/SA1.WAV,sample2877.WAV,sample2877,SA1,SHE HAD YOUR DARK SUIT IN GREASY WASH WATER ALL YEAR
2877,2877,DR6/MSVS0/SX38.WAV,sample2878.WAV,sample2878,SX38,YOUNG PEOPLE PARTICIPATE IN ATHLETIC ACTIVITIES
2878,2878,DR6/MSVS0/SX218.WAV,sample2879.WAV,sample2879,SX218,TRY TO RECALL THE EVENTS IN CHRONOLOGICAL ORDER
2879,2879,DR6/MSVS0/SI2198.WAV,sample2880.WAV,sample2880,SI2198,BUT IF SHE WASN'T INTERESTED SHE'D JUST GO BACK TO THE SAME LIFE SHE'D LEFT
2880,2880,DR6/MKES0/SI1253.WAV,sample2881.WAV,sample2881,SI1253,MOST OF OUR AID WILL GO TO THOSE NEARING SELF-SUFFICIENCY
2881,2881,DR6/MKES0/SX443.WAV,sample2882.WAV,sample2882,SX443,A LONE STAR SHONE IN THE EARLY EVENING SKY
2882,2882,DR6/MKES0/SX83.WAV,sample2883.WAV,sample2883,SX83,MY INSTRUCTIONS DESPERATELY NEED UPDATING
2883,2883,DR6/MKES0/SX263.WAV,sample2884.WAV,sample2884,SX263,HOW OILY DO YOU LIKE YOUR SALAD DRESSING
2884,2884,DR6/MKES0/SX173.WAV,sample2885.WAV,sample2885,SX173,WHOEVER COOPERATES IN FINDING NAN'S CAMEO WILL BE REWARDED
2885,2885,DR6/MKES0/SX353.WAV,sample2886.WAV,sample2886,SX353,A CONNOISSEUR WILL ENJOY THIS SHELLFISH DISH
2886,2886,DR6/MKES0/SA2.WAV,sample2887.WAV,sample2887,SA2,DON'T ASK ME TO CARRY AN OILY RAG LIKE THAT
2887,2887,DR6/MKES0/SA1.WAV,sample2888.WAV,sample2888,SA1,SHE HAD YOUR DARK SUIT IN GREASY WASH WATER ALL YEAR
2888,2888,DR6/MKES0/SI1883.WAV,sample2889.WAV,sample2889,SI1883,SOME TORE ENTIRELY THROUGH THE WHIPSAWED POST OAK
2889,2889,DR6/MKES0/SI623.WAV,sample2890.WAV,sample2890,SI623,HE SHOWED PUNY MEN ATTACKED BY SPLENDIDLY TYRANNICAL MACHINES
2890,2890,DR6/FKLC1/SI1678.WAV,sample2891.WAV,sample2891,SI1678,TWICE HE NEARLY FELL
2891,2891,DR6/FKLC1/SX328.WAV,sample2892.WAV,sample2892,SX328,GREGORY AND TOM CHOSE TO WATCH CARTOONS IN THE AFTERNOON
2892,2892,DR6/FKLC1/SA2.WAV,sample2893.WAV,sample2893,SA2,DON'T ASK ME TO CARRY AN OILY RAG LIKE THAT
2893,2893,DR6/FKLC1/SI2308.WAV,sample2894.WAV,sample2894,SI2308,MAY I GET SOME MORE COOKIES NORA
2894,2894,DR6/FKLC1/SA1.WAV,sample2895.WAV,sample2895,SA1,SHE HAD YOUR DARK SUIT IN GREASY WASH WATER ALL YEAR
2895,2895,DR6/FKLC1/SX148.WAV,sample2896.WAV,sample2896,SX148,MOST PRECINCTS HAD A THIRD OF THE VOTES COUNTED
2896,2896,DR6/FKLC1/SX238.WAV,sample2897.WAV,sample2897,SX238,A DOCTOR WAS IN THE AMBULANCE WITH THE PATIENT
2897,2897,DR6/FKLC1/SX58.WAV,sample2898.WAV,sample2898,SX58,WE EXPERIENCE DISTRESS AND FRUSTRATION OBTAINING OUR DEGREES
2898,2898,DR6/FKLC1/SX418.WAV,sample2899.WAV,sample2899,SX418,IRIS THINKS THIS ZOO HAS ELEVEN SPANISH ZEBRAS
2899,2899,DR6/FKLC1/SI1048.WAV,sample2900.WAV,sample2900,SI1048,THE LIBRARY HAS OPEN SHELVES EVEN IN THE UNBOUND PERIODICAL STOCKROOM
2900,2900,DR6/FLAG0/SI2094.WAV,sample2901.WAV,sample2901,SI2094,HE SCOWLED AT HER FLOWERS
2901,2901,DR6/FLAG0/SX204.WAV,sample2902.WAV,sample2902,SX204,EVEN I OCCASIONALLY GET THE MONDAY BLUES
2902,2902,DR6/FLAG0/SI1464.WAV,sample2903.WAV,sample2903,SI1464,MANUAL LEVELING REQUIRES AN APPROPRIATE DISPLAY OF THE ACCELEROMETER OUTPUTS
2903,2903,DR6/FLAG0/SI834.WAV,sample2904.WAV,sample2904,SI834,IT HAS MULTIPLE IMPLICATIONS AND POSSIBLE HEADACHES FOR YOUR MARKETING PROGRAM
2904,2904,DR6/FLAG0/SA2.WAV,sample2905.WAV,sample2905,SA2,DON'T ASK ME TO CARRY AN OILY RAG LIKE THAT
